AC00	1100 1161
C50E	110A 1174 11A9
C50F	110A 1174 11AA
C510	110A 1174 11AB
C511	110A 1174 11AC
C512	110A 1174 11AD
C513	110A 1174 11AE
C514	110A 1174 11AF
C515	110A 1174 11B0
C516	110A 1174 11B1
C517	110A 1174 11B2
C518	110A 1174 11B3
C519	110A 1174 11B4
C51A	110A 1174 11B5
C51B	110A 1174 11B6
C51C	110A 1174 11B7
C51D	110A 1174 11B8
C51E	110A 1174 11B9
C51F	110A 1174 11BA
C520	110A 1174 11BB
C521	110A 1174 11BC
C522	110A 1174 11BD
C523	110A 1174 11BE
C524	110A 1174 11BF
C525	110A 1174 11C0
C526	110A 1174 11C1
C527	110A 1174 11C2
C528	110A 1175
C529	110A 1175 11A8
C52A	110A 1175 11A9
C52B	110A 1175 11AA
C52C	110A 1175 11AB
C52D	110A 1175 11AC
C52E	110A 1175 11AD
C52F	110A 1175 11AE
C530	110A 1175 11AF
C531	110A 1175 11B0
C532	110A 1175 11B1
C533	110A 1175 11B2
C534	110A 1175 11B3
C535	110A 1175 11B4
C536	110A 1175 11B5
C537	110A 1175 11B6
C538	110A 1175 11B7
C539	110A 1175 11B8
C53A	110A 1175 11B9
C53B	110A 1175 11BA
C53C	110A 1175 11BB
C53D	110A 1175 11BC
C53E	110A 1175 11BD
C53F	110A 1175 11BE
C540	110A 1175 11BF
C541	110A 1175 11C0
C542	110A 1175 11C1
C543	110A 1175 11C2
C544	110B 1161
C545	110B 1161 11A8
C546	110B 1161 11A9
C547	110B 1161 11AA
C548	110B 1161 11AB
C549	110B 1161 11AC
C54A	110B 1161 11AD
C54B	110B 1161 11AE
C54C	110B 1161 11AF
C54D	110B 1161 11B0
C54E	110B 1161 11B1
C54F	110B 1161 11B2
C550	110B 1161 11B3
C551	110B 1161 11B4
C552	110B 1161 11B5
C553	110B 1161 11B6
C554	110B 1161 11B7
C555	110B 1161 11B8
C556	110B 1161 11B9
C557	110B 1161 11BA
C558	110B 1161 11BB
C559	110B 1161 11BC
C55A	110B 1161 11BD
C55B	110B 1161 11BE
C55C	110B 1161 11BF
C55D	110B 1161 11C0
C55E	110B 1161 11C1
C55F	110B 1161 11C2
C560	110B 1162
C561	110B 1162 11A8
C562	110B 1162 11A9
C563	110B 1162 11AA
C564	110B 1162 11AB
C565	110B 1162 11AC
C566	110B 1162 11AD
C567	110B 1162 11AE
C568	110B 1162 11AF
C569	110B 1162 11B0
C56A	110B 1162 11B1
C56B	110B 1162 11B2
C56C	110B 1162 11B3
C56D	110B 1162 11B4
C56E	110B 1162 11B5
C56F	110B 1162 11B6
C570	110B 1162 11B7
C571	110B 1162 11B8
C572	110B 1162 11B9
C573	110B 1162 11BA
C574	110B 1162 11BB
C575	110B 1162 11BC
C576	110B 1162 11BD
C577	110B 1162 11BE
C578	110B 1162 11BF
C579	110B 1162 11C0
C57A	110B 1162 11C1
C57B	110B 1162 11C2
C57C	110B 1163
C57D	110B 1163 11A8
C57E	110B 1163 11A9
C57F	110B 1163 11AA
C580	110B 1163 11AB
C581	110B 1163 11AC
C582	110B 1163 11AD
C583	110B 1163 11AE
C584	110B 1163 11AF
C585	110B 1163 11B0
C586	110B 1163 11B1
C587	110B 1163 11B2
C588	110B 1163 11B3
C589	110B 1163 11B4
C58A	110B 1163 11B5
C58B	110B 1163 11B6
C58C	110B 1163 11B7
C58D	110B 1163 11B8
C58E	110B 1163 11B9
C58F	110B 1163 11BA
C590	110B 1163 11BB
C591	110B 1163 11BC
C592	110B 1163 11BD
C593	110B 1163 11BE
C594	110B 1163 11BF
C595	110B 1163 11C0
C596	110B 1163 11C1
C597	110B 1163 11C2
C598	110B 1164
C599	110B 1164 11A8
C59A	110B 1164 11A9
C59B	110B 1164 11AA
C59C	110B 1164 11AB
C59D	110B 1164 11AC
C59E	110B 1164 11AD
C59F	110B 1164 11AE
C5A0	110B 1164 11AF
C5A1	110B 1164 11B0
C5A2	110B 1164 11B1
C5A3	110B 1164 11B2
C5A4	110B 1164 11B3
C5A5	110B 1164 11B4
C5A6	110B 1164 11B5
C5A7	110B 1164 11B6
C5A8	110B 1164 11B7
C5A9	110B 1164 11B8
C5AA	110B 1164 11B9
C5AB	110B 1164 11BA
C5AC	110B 1164 11BB
C5AD	110B 1164 11BC
C5AE	110B 1164 11BD
C5AF	110B 1164 11BE
C5B0	110B 1164 11BF
C5B1	110B 1164 11C0
C5B2	110B 1164 11C1
C5B3	110B 1164 11C2
C5B4	110B 1165
C5B5	110B 1165 11A8
C5B6	110B 1165 11A9
C5B7	110B 1165 11AA
C5B8	110B 1165 11AB
C5B9	110B 1165 11AC
C5BA	110B 1165 11AD
C5BB	110B 1165 11AE
C5BC	110B 1165 11AF
C5BD	110B 1165 11B0
C5BE	110B 1165 11B1
C5BF	110B 1165 11B2
C5C0	110B 1165 11B3
C5C1	110B 1165 11B4
C5C2	110B 1165 11B5
C5C3	110B 1165 11B6
C5C4	110B 1165 11B7
C5C5	110B 1165 11B8
C5C6	110B 1165 11B9
C5C7	110B 1165 11BA
C5C8	110B 1165 11BB
C5C9	110B 1165 11BC
C5CA	110B 1165 11BD
C5CB	110B 1165 11BE
C5CC	110B 1165 11BF
C5CD	110B 1165 11C0
C5CE	110B 1165 11C1
C5CF	110B 1165 11C2
C5D0	110B 1166
C5D1	110B 1166 11A8
C5D2	110B 1166 11A9
C5D3	110B 1166 11AA
C5D4	110B 1166 11AB
C5D5	110B 1166 11AC
C5D6	110B 1166 11AD
C5D7	110B 1166 11AE
C5D8	110B 1166 11AF
C5D9	110B 1166 11B0
C5DA	110B 1166 11B1
C5DB	110B 1166 11B2
C5DC	110B 1166 11B3
C5DD	110B 1166 11B4
C5DE	110B 1166 11B5
C5DF	110B 1166 11B6
C5E0	110B 1166 11B7
C5E1	110B 1166 11B8
C5E2	110B 1166 11B9
C5E3	110B 1166 11BA
C5E4	110B 1166 11BB
C5E5	110B 1166 11BC
C5E6	110B 1166 11BD
C5E7	110B 1166 11BE
C5E8	110B 1166 11BF
C5E9	110B 1166 11C0
C5EA	110B 1166 11C1
C5EB	110B 1166 11C2
C5EC	110B 1167
C5ED	110B 1167 11A8
C5EE	110B 1167 11A9
C5EF	110B 1167 11AA
C5F0	110B 1167 11AB
C5F1	110B 1167 11AC
C5F2	110B 1167 11AD
C5F3	110B 1167 11AE
C5F4	110B 1167 11AF
C5F5	110B 1167 11B0
C5F6	110B 1167 11B1
C5F7	110B 1167 11B2
C5F8	110B 1167 11B3
C5F9	110B 1167 11B4
C5FA	110B 1167 11B5
C5FB	110B 1167 11B6
C5FC	110B 1167 11B7
C5FD	110B 1167 11B8
C5FE	110B 1167 11B9
C5FF	110B 1167 11BA
C600	110B 1167 11BB
C601	110B 1167 11BC
C602	110B 1167 11BD
C603	110B 1167 11BE
C604	110B 1167 11BF
C605	110B 1167 11C0
C606	110B 1167 11C1
C607	110B 1167 11C2
C608	110B 1168
C609	110B 1168 11A8
C60A	110B 1168 11A9
C60B	110B 1168 11AA
C60C	110B 1168 11AB
C60D	110B 1168 11AC
C60E	110B 1168 11AD
C60F	110B 1168 11AE
C610	110B 1168 11AF
C611	110B 1168 11B0
C612	110B 1168 11B1
C613	110B 1168 11B2
C614	110B 1168 11B3
C615	110B 1168 11B4
C616	110B 1168 11B5
C617	110B 1168 11B6
C618	110B 1168 11B7
C619	110B 1168 11B8
C61A	110B 1168 11B9
C61B	110B 1168 11BA
C61C	110B 1168 11BB
C61D	110B 1168 11BC
C61E	110B 1168 11BD
C61F	110B 1168 11BE
C620	110B 1168 11BF
C621	110B 1168 11C0
C622	110B 1168 11C1
C623	110B 1168 11C2
C624	110B 1169
C625	110B 1169 11A8
C626	110B 1169 11A9
C627	110B 1169 11AA
C628	110B 1169 11AB
C629	110B 1169 11AC
C62A	110B 1169 11AD
C62B	110B 1169 11AE
C62C	110B 1169 11AF
C62D	110B 1169 11B0
C62E	110B 1169 11B1
C62F	110B 1169 11B2
C630	110B 1169 11B3
C631	110B 1169 11B4
C632	110B 1169 11B5
C633	110B 1169 11B6
C634	110B 1169 11B7
C635	110B 1169 11B8
C636	110B 1169 11B9
C637	110B 1169 11BA
C638	110B 1169 11BB
C639	110B 1169 11BC
C63A	110B 1169 11BD
C63B	110B 1169 11BE
C63C	110B 1169 11BF
C63D	110B 1169 11C0
C63E	110B 1169 11C1
C63F	110B 1169 11C2
C640	110B 116A
C641	110B 116A 11A8
C642	110B 116A 11A9
C643	110B 116A 11AA
C644	110B 116A 11AB
C645	110B 116A 11AC
C646	110B 116A 11AD
C647	110B 116A 11AE
C648	110B 116A 11AF
C649	110B 116A 11B0
C64A	110B 116A 11B1
C64B	110B 116A 11B2
C64C	110B 116A 11B3
C64D	110B 116A 11B4
C64E	110B 116A 11B5
C64F	110B 116A 11B6
C650	110B 116A 11B7
C651	110B 116A 11B8
C652	110B 116A 11B9
C653	110B 116A 11BA
C654	110B 116A 11BB
C655	110B 116A 11BC
C656	110B 116A 11BD
C657	110B 116A 11BE
C658	110B 116A 11BF
C659	110B 116A 11C0
C65A	110B 116A 11C1
C65B	110B 116A 11C2
C65C	110B 116B
C65D	110B 116B 11A8
C65E	110B 116B 11A9
C65F	110B 116B 11AA
C660	110B 116B 11AB
C661	110B 116B 11AC
C662	110B 116B 11AD
C663	110B 116B 11AE
C664	110B 116B 11AF
C665	110B 116B 11B0
C666	110B 116B 11B1
C667	110B 116B 11B2
C668	110B 116B 11B3
C669	110B 116B 11B4
C66A	110B 116B 11B5
C66B	110B 116B 11B6
C66C	110B 116B 11B7
C66D	110B 116B 11B8
C66E	110B 116B 11B9
C66F	110B 116B 11BA
C670	110B 116B 11BB
C671	110B 116B 11BC
C672	110B 116B 11BD
C673	110B 116B 11BE
C674	110B 116B 11BF
C675	110B 116B 11C0
C676	110B 116B 11C1
C677	110B 116B 11C2
C678	110B 116C
C679	110B 116C 11A8
C67A	110B 116C 11A9
C67B	110B 116C 11AA
C67C	110B 116C 11AB
C67D	110B 116C 11AC
C67E	110B 116C 11AD
C67F	110B 116C 11AE
C680	110B 116C 11AF
C681	110B 116C 11B0
C682	110B 116C 11B1
C683	110B 116C 11B2
C684	110B 116C 11B3
C685	110B 116C 11B4
C686	110B 116C 11B5
C687	110B 116C 11B6
C688	110B 116C 11B7
C689	110B 116C 11B8
C68A	110B 116C 11B9
C68B	110B 116C 11BA
C68C	110B 116C 11BB
C68D	110B 116C 11BC
C68E	110B 116C 11BD
C68F	110B 116C 11BE
C690	110B 116C 11BF
C691	110B 116C 11C0
C692	110B 116C 11C1
C693	110B 116C 11C2
C694	110B 116D
C695	110B 116D 11A8
C696	110B 116D 11A9
C697	110B 116D 11AA
C698	110B 116D 11AB
C699	110B 116D 11AC
C69A	110B 116D 11AD
C69B	110B 116D 11AE
C69C	110B 116D 11AF
C69D	110B 116D 11B0
C69E	110B 116D 11B1
C69F	110B 116D 11B2
C6A0	110B 116D 11B3
C6A1	110B 116D 11B4
C6A2	110B 116D 11B5
C6A3	110B 116D 11B6
C6A4	110B 116D 11B7
C6A5	110B 116D 11B8
C6A6	110B 116D 11B9
C6A7	110B 116D 11BA
C6A8	110B 116D 11BB
C6A9	110B 116D 11BC
C6AA	110B 116D 11BD
C6AB	110B 116D 11BE
C6AC	110B 116D 11BF
C6AD	110B 116D 11C0
C6AE	110B 116D 11C1
C6AF	110B 116D 11C2
C6B0	110B 116E
C6B1	110B 116E 11A8
C6B2	110B 116E 11A9
C6B3	110B 116E 11AA
C6B4	110B 116E 11AB
C6B5	110B 116E 11AC
C6B6	110B 116E 11AD
C6B7	110B 116E 11AE
C6B8	110B 116E 11AF
C6B9	110B 116E 11B0
C6BA	110B 116E 11B1
C6BB	110B 116E 11B2
C6BC	110B 116E 11B3
C6BD	110B 116E 11B4
C6BE	110B 116E 11B5
C6BF	110B 116E 11B6
C6C0	110B 116E 11B7
C6C1	110B 116E 11B8
C6C2	110B 116E 11B9
C6C3	110B 116E 11BA
C6C4	110B 116E 11BB
C6C5	110B 116E 11BC
C6C6	110B 116E 11BD
C6C7	110B 116E 11BE
C6C8	110B 116E 11BF
C6C9	110B 116E 11C0
C6CA	110B 116E 11C1
C6CB	110B 116E 11C2
C6CC	110B 116F
C6CD	110B 116F 11A8
C6CE	110B 116F 11A9
C6CF	110B 116F 11AA
C6D0	110B 116F 11AB
C6D1	110B 116F 11AC
C6D2	110B 116F 11AD
C6D3	110B 116F 11AE
C6D4	110B 116F 11AF
C6D5	110B 116F 11B0
C6D6	110B 116F 11B1
C6D7	110B 116F 11B2
C6D8	110B 116F 11B3
C6D9	110B 116F 11B4
C6DA	110B 116F 11B5
C6DB	110B 116F 11B6
C6DC	110B 116F 11B7
C6DD	110B 116F 11B8
C6DE	110B 116F 11B9
C6DF	110B 116F 11BA
C6E0	110B 116F 11BB
C6E1	110B 116F 11BC
C6E2	110B 116F 11BD
C6E3	110B 116F 11BE
C6E4	110B 116F 11BF
C6E5	110B 116F 11C0
C6E6	110B 116F 11C1
C6E7	110B 116F 11C2
C6E8	110B 1170
C6E9	110B 1170 11A8
C6EA	110B 1170 11A9
C6EB	110B 1170 11AA
C6EC	110B 1170 11AB
C6ED	110B 1170 11AC
C6EE	110B 1170 11AD
C6EF	110B 1170 11AE
C6F0	110B 1170 11AF
C6F1	110B 1170 11B0
C6F2	110B 1170 11B1
C6F3	110B 1170 11B2
C6F4	110B 1170 11B3
C6F5	110B 1170 11B4
C6F6	110B 1170 11B5
C6F7	110B 1170 11B6
C6F8	110B 1170 11B7
C6F9	110B 1170 11B8
C6FA	110B 1170 11B9
C6FB	110B 1170 11BA
C6FC	110B 1170 11BB
C6FD	110B 1170 11BC
C6FE	110B 1170 11BD
C6FF	110B 1170 11BE
C700	110B 1170 11BF
C701	110B 1170 11C0
C702	110B 1170 11C1
C703	110B 1170 11C2
C704	110B 1171
C705	110B 1171 11A8
C706	110B 1171 11A9
C707	110B 1171 11AA
C708	110B 1171 11AB
C709	110B 1171 11AC
C70A	110B 1171 11AD
C70B	110B 1171 11AE
C70C	110B 1171 11AF
C70D	110B 1171 11B0
C70E	110B 1171 11B1
C70F	110B 1171 11B2
C710	110B 1171 11B3
C711	110B 1171 11B4
C712	110B 1171 11B5
C713	110B 1171 11B6
C714	110B 1171 11B7
C715	110B 1171 11B8
C716	110B 1171 11B9
C717	110B 1171 11BA
C718	110B 1171 11BB
C719	110B 1171 11BC
C71A	110B 1171 11BD
C71B	110B 1171 11BE
C71C	110B 1171 11BF
C71D	110B 1171 11C0
C71E	110B 1171 11C1
C71F	110B 1171 11C2
C720	110B 1172
C721	110B 1172 11A8
C722	110B 1172 11A9
C723	110B 1172 11AA
C724	110B 1172 11AB
C725	110B 1172 11AC
C726	110B 1172 11AD
C727	110B 1172 11AE
C728	110B 1172 11AF
C729	110B 1172 11B0
C72A	110B 1172 11B1
C72B	110B 1172 11B2
C72C	110B 1172 11B3
C72D	110B 1172 11B4
C72E	110B 1172 11B5
C72F	110B 1172 11B6
C730	110B 1172 11B7
C731	110B 1172 11B8
C732	110B 1172 11B9
C733	110B 1172 11BA
C734	110B 1172 11BB
C735	110B 1172 11BC
C736	110B 1172 11BD
C737	110B 1172 11BE
C738	110B 1172 11BF
C739	110B 1172 11C0
C73A	110B 1172 11C1
C73B	110B 1172 11C2
C73C	110B 1173
C73D	110B 1173 11A8
C73E	110B 1173 11A9
C73F	110B 1173 11AA
C740	110B 1173 11AB
C741	110B 1173 11AC
C742	110B 1173 11AD
C743	110B 1173 11AE
C744	110B 1173 11AF
C745	110B 1173 11B0
C746	110B 1173 11B1
C747	110B 1173 11B2
C748	110B 1173 11B3
C749	110B 1173 11B4
C74A	110B 1173 11B5
C74B	110B 1173 11B6
C74C	110B 1173 11B7
C74D	110B 1173 11B8
C74E	110B 1173 11B9
C74F	110B 1173 11BA
C750	110B 1173 11BB
C751	110B 1173 11BC
C752	110B 1173 11BD
C753	110B 1173 11BE
C754	110B 1173 11BF
C755	110B 1173 11C0
C756	110B 1173 11C1
C757	110B 1173 11C2
C758	110B 1174
C759	110B 1174 11A8
C75A	110B 1174 11A9
C75B	110B 1174 11AA
C75C	110B 1174 11AB
C75D	110B 1174 11AC
C75E	110B 1174 11AD
C75F	110B 1174 11AE
C760	110B 1174 11AF
C761	110B 1174 11B0
C762	110B 1174 11B1
C763	110B 1174 11B2
C764	110B 1174 11B3
C765	110B 1174 11B4
C766	110B 1174 11B5
C767	110B 1174 11B6
C768	110B 1174 11B7
C769	110B 1174 11B8
C76A	110B 1174 11B9
C76B	110B 1174 11BA
C76C	110B 1174 11BB
C76D	110B 1174 11BC
C76E	110B 1174 11BD
C76F	110B 1174 11BE
C770	110B 1174 11BF
C771	110B 1174 11C0
C772	110B 1174 11C1
C773	110B 1174 11C2
C774	110B 1175
C775	110B 1175 11A8
C776	110B 1175 11A9
C777	110B 1175 11AA
C778	110B 1175 11AB
C779	110B 1175 11AC
C77A	110B 1175 11AD
C77B	110B 1175 11AE
C77C	110B 1175 11AF
C77D	110B 1175 11B0
C77E	110B 1175 11B1
C77F	110B 1175 11B2
C780	110B 1175 11B3
C781	110B 1175 11B4
C782	110B 1175 11B5
C783	110B 1175 11B6
C784	110B 1175 11B7
C785	110B 1175 11B8
C786	110B 1175 11B9
C787	110B 1175 11BA
C788	110B 1175 11BB
C789	110B 1175 11BC
C78A	110B 1175 11BD
C78B	110B 1175 11BE
C78C	110B 1175 11BF
C78D	110B 1175 11C0
C78E	110B 1175 11C1
C78F	110B 1175 11C2
C790	110C 1161
C791	110C 1161 11A8
C792	110C 1161 11A9
C793	110C 1161 11AA
C794	110C 1161 11AB
C795	110C 1161 11AC
C796	110C 1161 11AD
C797	110C 1161 11AE
C798	110C 1161 11AF
C799	110C 1161 11B0
C79A	110C 1161 11B1
C79B	110C 1161 11B2
C79C	110C 1161 11B3
C79D	110C 1161 11B4
C79E	110C 1161 11B5
C79F	110C 1161 11B6
C7A0	110C 1161 11B7
C7A1	110C 1161 11B8
C7A2	110C 1161 11B9
C7A3	110C 1161 11BA
C7A4	110C 1161 11BB
C7A5	110C 1161 11BC
C7A6	110C 1161 11BD
C7A7	110C 1161 11BE
C7A8	110C 1161 11BF
C7A9	110C 1161 11C0
C7AA	110C 1161 11C1
C7AB	110C 1161 11C2
C7AC	110C 1162
C7AD	110C 1162 11A8
C7AE	110C 1162 11A9
C7AF	110C 1162 11AA
C7B0	110C 1162 11AB
C7B1	110C 1162 11AC
C7B2	110C 1162 11AD
C7B3	110C 1162 11AE
C7B4	110C 1162 11AF
C7B5	110C 1162 11B0
C7B6	110C 1162 11B1
C7B7	110C 1162 11B2
C7B8	110C 1162 11B3
C7B9	110C 1162 11B4
C7BA	110C 1162 11B5
C7BB	110C 1162 11B6
C7BC	110C 1162 11B7
C7BD	110C 1162 11B8
C7BE	110C 1162 11B9
C7BF	110C 1162 11BA
C7C0	110C 1162 11BB
C7C1	110C 1162 11BC
C7C2	110C 1162 11BD
C7C3	110C 1162 11BE
C7C4	110C 1162 11BF
C7C5	110C 1162 11C0
C7C6	110C 1162 11C1
C7C7	110C 1162 11C2
C7C8	110C 1163
C7C9	110C 1163 11A8
C7CA	110C 1163 11A9
C7CB	110C 1163 11AA
C7CC	110C 1163 11AB
C7CD	110C 1163 11AC
C7CE	110C 1163 11AD
C7CF	110C 1163 11AE
C7D0	110C 1163 11AF
C7D1	110C 1163 11B0
C7D2	110C 1163 11B1
C7D3	110C 1163 11B2
C7D4	110C 1163 11B3
C7D5	110C 1163 11B4
C7D6	110C 1163 11B5
C7D7	110C 1163 11B6
C7D8	110C 1163 11B7
C7D9	110C 1163 11B8
C7DA	110C 1163 11B9
C7DB	110C 1163 11BA
C7DC	110C 1163 11BB
C7DD	110C 1163 11BC
C7DE	110C 1163 11BD
C7DF	110C 1163 11BE
C7E0	110C 1163 11BF
C7E1	110C 1163 11C0
C7E2	110C 1163 11C1
C7E3	110C 1163 11C2
C7E4	110C 1164
C7E5	110C 1164 11A8
C7E6	110C 1164 11A9
C7E7	110C 1164 11AA
C7E8	110C 1164 11AB
C7E9	110C 1164 11AC
C7EA	110C 1164 11AD
C7EB	110C 1164 11AE
C7EC	110C 1164 11AF
C7ED	110C 1164 11B0
C7EE	110C 1164 11B1
C7EF	110C 1164 11B2
C7F0	110C 1164 11B3
C7F1	110C 1164 11B4
C7F2	110C 1164 11B5
C7F3	110C 1164 11B6
C7F4	110C 1164 11B7
C7F5	110C 1164 11B8
C7F6	110C 1164 11B9
C7F7	110C 1164 11BA
C7F8	110C 1164 11BB
C7F9	110C 1164 11BC
C7FA	110C 1164 11BD
C7FB	110C 1164 11BE
C7FC	110C 1164 11BF
C7FD	110C 1164 11C0
C7FE	110C 1164 11C1
C7FF	110C 1164 11C2
C800	110C 1165
C801	110C 1165 11A8
C802	110C 1165 11A9
C803	110C 1165 11AA
C804	110C 1165 11AB
C805	110C 1165 11AC
C806	110C 1165 11AD
C807	110C 1165 11AE
C808	110C 1165 11AF
C809	110C 1165 11B0
C80A	110C 1165 11B1
C80B	110C 1165 11B2
C80C	110C 1165 11B3
C80D	110C 1165 11B4
C80E	110C 1165 11B5
C80F	110C 1165 11B6
C810	110C 1165 11B7
C811	110C 1165 11B8
C812	110C 1165 11B9
C813	110C 1165 11BA
C814	110C 1165 11BB
C815	110C 1165 11BC
C816	110C 1165 11BD
C817	110C 1165 11BE
C818	110C 1165 11BF
C819	110C 1165 11C0
C81A	110C 1165 11C1
C81B	110C 1165 11C2
C81C	110C 1166
C81D	110C 1166 11A8
C81E	110C 1166 11A9
C81F	110C 1166 11AA
C820	110C 1166 11AB
C821	110C 1166 11AC
C822	110C 1166 11AD
C823	110C 1166 11AE
C824	110C 1166 11AF
C825	110C 1166 11B0
C826	110C 1166 11B1
C827	110C 1166 11B2
C828	110C 1166 11B3
C829	110C 1166 11B4
C82A	110C 1166 11B5
C82B	110C 1166 11B6
C82C	110C 1166 11B7
C82D	110C 1166 11B8
C82E	110C 1166 11B9
C82F	110C 1166 11BA
C830	110C 1166 11BB
C831	110C 1166 11BC
C832	110C 1166 11BD
C833	110C 1166 11BE
C834	110C 1166 11BF
C835	110C 1166 11C0
C836	110C 1166 11C1
C837	110C 1166 11C2
C838	110C 1167
C839	110C 1167 11A8
C83A	110C 1167 11A9
C83B	110C 1167 11AA
C83C	110C 1167 11AB
C83D	110C 1167 11AC
C83E	110C 1167 11AD
C83F	110C 1167 11AE
C840	110C 1167 11AF
C841	110C 1167 11B0
C842	110C 1167 11B1
C843	110C 1167 11B2
C844	110C 1167 11B3
C845	110C 1167 11B4
C846	110C 1167 11B5
C847	110C 1167 11B6
C848	110C 1167 11B7
C849	110C 1167 11B8
C84A	110C 1167 11B9
C84B	110C 1167 11BA
C84C	110C 1167 11BB
C84D	110C 1167 11BC
C84E	110C 1167 11BD
C84F	110C 1167 11BE
C850	110C 1167 11BF
C851	110C 1167 11C0
C852	110C 1167 11C1
C853	110C 1167 11C2
C854	110C 1168
C855	110C 1168 11A8
C856	110C 1168 11A9
C857	110C 1168 11AA
C858	110C 1168 11AB
C859	110C 1168 11AC
C85A	110C 1168 11AD
C85B	110C 1168 11AE
C85C	110C 1168 11AF
C85D	110C 1168 11B0
C85E	110C 1168 11B1
C85F	110C 1168 11B2
C860	110C 1168 11B3
C861	110C 1168 11B4
C862	110C 1168 11B5
C863	110C 1168 11B6
C864	110C 1168 11B7
C865	110C 1168 11B8
C866	110C 1168 11B9
C867	110C 1168 11BA
C868	110C 1168 11BB
C869	110C 1168 11BC
C86A	110C 1168 11BD
C86B	110C 1168 11BE
C86C	110C 1168 11BF
C86D	110C 1168 11C0
C86E	110C 1168 11C1
C86F	110C 1168 11C2
C870	110C 1169
C871	110C 1169 11A8
C872	110C 1169 11A9
C873	110C 1169 11AA
C874	110C 1169 11AB
C875	110C 1169 11AC
C876	110C 1169 11AD
C877	110C 1169 11AE
C878	110C 1169 11AF
C879	110C 1169 11B0
C87A	110C 1169 11B1
C87B	110C 1169 11B2
C87C	110C 1169 11B3
C87D	110C 1169 11B4
C87E	110C 1169 11B5
C87F	110C 1169 11B6
C880	110C 1169 11B7
C881	110C 1169 11B8
C882	110C 1169 11B9
C883	110C 1169 11BA
C884	110C 1169 11BB
C885	110C 1169 11BC
C886	110C 1169 11BD
C887	110C 1169 11BE
C888	110C 1169 11BF
C889	110C 1169 11C0
C88A	110C 1169 11C1
C88B	110C 1169 11C2
C88C	110C 116A
C88D	110C 116A 11A8
C88E	110C 116A 11A9
C88F	110C 116A 11AA
C890	110C 116A 11AB
C891	110C 116A 11AC
C892	110C 116A 11AD
C893	110C 116A 11AE
C894	110C 116A 11AF
C895	110C 116A 11B0
C896	110C 116A 11B1
C897	110C 116A 11B2
C898	110C 116A 11B3
C899	110C 116A 11B4
C89A	110C 116A 11B5
C89B	110C 116A 11B6
C89C	110C 116A 11B7
C89D	110C 116A 11B8
C89E	110C 116A 11B9
C89F	110C 116A 11BA
C8A0	110C 116A 11BB
C8A1	110C 116A 11BC
C8A2	110C 116A 11BD
C8A3	110C 116A 11BE
C8A4	110C 116A 11BF
C8A5	110C 116A 11C0
C8A6	110C 116A 11C1
C8A7	110C 116A 11C2
C8A8	110C 116B
C8A9	110C 116B 11A8
C8AA	110C 116B 11A9
C8AB	110C 116B 11AA
C8AC	110C 116B 11AB
C8AD	110C 116B 11AC
C8AE	110C 116B 11AD
C8AF	110C 116B 11AE
C8B0	110C 116B 11AF
C8B1	110C 116B 11B0
C8B2	110C 116B 11B1
C8B3	110C 116B 11B2
C8B4	110C 116B 11B3
C8B5	110C 116B 11B4
C8B6	110C 116B 11B5
C8B7	110C 116B 11B6
C8B8	110C 116B 11B7
C8B9	110C 116B 11B8
C8BA	110C 116B 11B9
C8BB	110C 116B 11BA
C8BC	110C 116B 11BB
C8BD	110C 116B 11BC
C8BE	110C 116B 11BD
C8BF	110C 116B 11BE
C8C0	110C 116B 11BF
C8C1	110C 116B 11C0
C8C2	110C 116B 11C1
C8C3	110C 116B 11C2
C8C4	110C 116C
C8C5	110C 116C 11A8
C8C6	110C 116C 11A9
C8C7	110C 116C 11AA
C8C8	110C 116C 11AB
C8C9	110C 116C 11AC
C8CA	110C 116C 11AD
C8CB	110C 116C 11AE
C8CC	110C 116C 11AF
C8CD	110C 116C 11B0
C8CE	110C 116C 11B1
C8CF	110C 116C 11B2
C8D0	110C 116C 11B3
C8D1	110C 116C 11B4
C8D2	110C 116C 11B5
C8D3	110C 116C 11B6
C8D4	110C 116C 11B7
C8D5	110C 116C 11B8
C8D6	110C 116C 11B9
C8D7	110C 116C 11BA
C8D8	110C 116C 11BB
C8D9	110C 116C 11BC
C8DA	110C 116C 11BD
C8DB	110C 116C 11BE
C8DC	110C 116C 11BF
C8DD	110C 116C 11C0
C8DE	110C 116C 11C1
C8DF	110C 116C 11C2
C8E0	110C 116D
C8E1	110C 116D 11A8
C8E2	110C 116D 11A9
C8E3	110C 116D 11AA
C8E4	110C 116D 11AB
C8E5	110C 116D 11AC
C8E6	110C 116D 11AD
C8E7	110C 116D 11AE
C8E8	110C 116D 11AF
C8E9	110C 116D 11B0
C8EA	110C 116D 11B1
C8EB	110C 116D 11B2
C8EC	110C 116D 11B3
C8ED	110C 116D 11B4
C8EE	110C 116D 11B5
C8EF	110C 116D 11B6
C8F0	110C 116D 11B7
C8F1	110C 116D 11B8
C8F2	110C 116D 11B9
C8F3	110C 116D 11BA
C8F4	110C 116D 11BB
C8F5	110C 116D 11BC
C8F6	110C 116D 11BD
C8F7	110C 116D 11BE
C8F8	110C 116D 11BF
C8F9	110C 116D 11C0
C8FA	110C 116D 11C1
C8FB	110C 116D 11C2
C8FC	110C 116E
C8FD	110C 116E 11A8
C8FE	110C 116E 11A9
C8FF	110C 116E 11AA
